nct_id,intervention_type,intervention_name,description
NCT01309178,DRUG,Mannite,"Mannit capsules daily in two doses (2 x 12,5 mg). After 2 weeks of treatment the higher dose of 50 mg (2 x 25 mg) will be given"
NCT06482710,DEVICE,Pinwheel,The children in the intervention group were given breathing exercises with pinwheels.
NCT00357279,DRUG,denufosol tetrasodium (INS37217) Inhalation Solution,"Denufosol 60 mg is administered as an inhalation solution, three times daily for six months during the double-blind portion of the study. Subsequently, denufosol 60 mg is administered for an additional six months during the open label safety extension."
NCT00357279,DRUG,Placebo - 0.9% w/v sodium chloride solution,"4.2 mL of solution, allowing delivery of approximately 4 mL into the nebulizer cup for nebulization, three times daily for six months."
NCT00130182,DRUG,denufosol tetrasodium (INS37217),
NCT03258424,DRUG,PTI-428,PTI-428 or placebo will be given QD for 14 days.
NCT03258424,DRUG,Placebo,PTI-428 or placebo will be given QD for 14 days.
NCT00757237,DRUG,Aztreonam for Inhalation Solution (AZLI),Aztreonam for inhalation solution (75 mg) was administered 3 times a day (TID) for 28 days for each treatment cycle via the PARI eFlow electronic nebulizer.
NCT00757237,DRUG,Tobramycin Inhalation Solution (TIS),Tobramycin inhalation solution (300 mg) was administered 2 times a day (BID) for 28 days for each treatment cycle via the PARI LC Plus nebulizer with compressor or via another nebulizer compatible with country-specified labeling.
NCT06836453,DEVICE,Sweat stimulation and secretion quantification,"First session (50 minutes): a. Left arm: Iontophoresis using the Macroduct for the cholinergic and β-adrenergic stimulation (2 iontophoresis), then bubble test. b. right arm: Iontophoresis using the Macroduct for the cholinergic and β-adrenergic stimulation (2 iontophoresis), then evaporimetry.

Second session (50 minutes): a. Left arm: Iontophoresis using the Macroduct for the cholinergic and intradermal injection for the β-adrenergic stimulation, then bubble test. b. Right arm: Iontophoresis using the Macroduct for the cholinergic and intradermal injection for the β-adrenergic stimulation, then evaporimetry."
NCT02614300,OTHER,Pulmonary Rehabilitation and Chest Physiotherapy,The patient will come 3 times per week during 12 weeks Each session 1h15min
NCT02614300,OTHER,Pulmonary Rehabilitation,The patient will come 3 times per week during 12 weeks Each session 45min
NCT02614300,OTHER,Chest Physiotherapy,The patient will come 3 times per week during 12 weeks Each session 30min
NCT02598128,DEVICE,RELiZORB,Peptamen 1.5 received Period A and Period B (washout only). Impact Peptide 1.5 received Period B (Days 1 and 9 only) and Period C.
NCT02598128,DEVICE,Placebo,Sham device
NCT02722122,DRUG,AIR DNase™,
NCT06238856,DRUG,SLIT™ Amikacin,Amikacin administered via the Pari LC STAR™ nebulizer.
NCT06238856,DRUG,Placebo,Nebulized saline.
NCT01937325,DRUG,ivacaftor,active arm
NCT01937325,DRUG,placebo,active arm
NCT02248922,DRUG,TIS or TIP,"300mg nebulized Tobramycin (Tobramycin inhalation solution(TIS)) or TOBI Podhaler (Tobramycin inhalation powder(TIP), equivalent dry powder)"
NCT02127957,OTHER,Exercise,Exercise will be prescribed by kinesiologist and will be done 3 times a week for 1 hour by subject. Every 4 weeks subject will be on supervised training session.
NCT03797677,DEVICE,MN 4000,"Patients who required regular home airway clearance therapy were enrolled in the study and were prescribed therapy with the MN4000. Adherence to the prescribed therapy regimen and patient/caregiver satisfaction with the therapy was assessed. Pulmonary function, was assessed for each subject at baseline, after 1 month and after 3 months of home therapy. Results from the therapy period was compared to the baseline period, during which the subject received their regular airway clearance regimen. Airway Clearance Satisfaction surveys were conducted at baseline, after 1 month, and after 3 months of therapy. Results from the MN4000 therapy period were compared to the baseline period, during which the subject received their regular regimen"
NCT03312140,DRUG,Choline Chloride,
NCT03560726,BEHAVIORAL,Cognitive Behavioral Stress Management,"Cognitive behavioral stress management is a well-established, practical intervention that combines elements of cognitive behavioral therapy with techniques designed to improve coping skills, social support, communication, and relaxation/mindfulness."
NCT02564354,DRUG,QR-010,Single-stranded RNA antisense oligonucleotide in isoosmolar solution
NCT02690857,DRUG,Docosahexaenoic acid,
NCT02690857,DRUG,Sunflower Oil,
NCT02415959,DRUG,Creon IR,
NCT02415959,DRUG,Creon® (DR/GR),
NCT00043342,DRUG,interferon gamma-1b,"100 or 200 mcg, SQ, 3x per week"
NCT03969888,DRUG,ABBV-3067,Tablet taken orally.
NCT03969888,DRUG,Placebo ABBV-3067,Tablet taken orally.
NCT03969888,DRUG,ABBV-2222,Capsule taken orally.
NCT03969888,DRUG,Placebo ABBV-2222,Capsule taken orally.
NCT04684641,DRUG,Standard Dose YPT-01,Participants will be randomized to receive the standard dose of phage therapy YPT-01.
NCT04684641,OTHER,Placebo,Participants will be randomized to receive the placebo.
NCT00157183,DEVICE,"Nocturnal oxygen , nocturnal bi-level positive pressure ventilation",
NCT04467957,DRUG,Initiation of CFTR Modulator,Inhaled contrast for MRI occurring at each visit
NCT04467957,DRUG,Hyperpolarized Xenon 129,Inhaled contrast for MRI occurring at each visit
NCT00999921,DRUG,Tamoxifen,Tamoxifen is given at 10 mg once daily between Day 5 and Day 25 of menstrual cycle for 3 cycles.
NCT00999921,DRUG,Evening Primrose Oil,Evening Primrose Oil is given at 1000 mg two times daily for 3 months.
NCT00219895,DRUG,Ibuprofen,
NCT00060801,DRUG,BIIL 283 BS (Amelubent),
NCT03500575,DEVICE,photopheresis,• Treated group will receive ECP with Therakos online system. Each session consists in 1 treatment for 2 consecutive days. First session stars within 72 hours after transplantation followed by a session weekly for 3 time and 2 sessions for the next 2 months (6 sessions = 12 treatment)
NCT07414810,DEVICE,micro Sweat Test Patch (mSTP),"A novel sweat test method, using a device that includes a microneedle pilocarpine patch and a microchannel with a sweat chloride sensor.

µSTP sweat testing device that operates without electrical current, eliminating the risk of burns and the need for specialized equipment.

Like the SOC method, the µSTP stimulates sweating with pilocarpine nitrate and measures sweat chloride concentration but differs from the current method by:

1. Utilizing microneedles to painlessly and rapidly administer pilocarpine to the skin (without the complexities and risks of iontophoresis)
2. Requiring only 0.5 µL of sweat to measure sweat chloride (instead of the 15 µL currently required)
3. Wirelessly communicating the result to a tablet or other device
4. Completing the POC measurement to provide immediate results without sending any samples to the laboratory."
NCT07414810,DIAGNOSTIC_TEST,Sweat Testing using SOC,"The study team will place two pilocarpine gel discs into the corresponding electrodes and place them on the participant's arm.

The SOC method takes 5 minutes to induce sweating. After sweat has been induced by the SOC method, a sweat collector will be placed on the location of the red electrode to collect the sweat. At the end of the sweat collection period, the sweat collection device will be removed, and the study visit will be completed. For newborns undergoing evaluation for CF, the study team will perform the µSTP method on their thigh instead of the forearm. Since newborns will undergo sweat testing for their clinical diagnosis, the study team will use the sweat data from SOC testing to minimize burden.

The sweat chloride concentration will be assessed by a laboratory chloridometer."
NCT02690064,DIETARY_SUPPLEMENT,Acute Antioxidant,Flow-Mediated Dilation will be determined at baseline and 2 hours following acute antioxidant treatment
NCT02690064,DIETARY_SUPPLEMENT,Chronic Antioxidant,"Flow-Mediated Dilation will be determined at baseline, week 4, week 8, and week 12."
NCT02690064,OTHER,Placebo,Flow-Mediated Dilation will be determined at baseline and 2 hours following acute antioxidant treatment
NCT02532764,DRUG,QR-010,Single-stranded RNA antisense oligonucleotide in aqueous solution for oral inhalaton
NCT02532764,DRUG,Placebo,Normal Saline
NCT01705145,DRUG,Ivacaftor,
NCT02668575,BEHAVIORAL,Supportive Care Intervention,"Patients in the intervention arm of the study will see a SC specialist during regularly-scheduled CF clinic visits; per usual care, these visits should occur on a quarterly basis. Using a structured intervention manual, these visits will span 30-60 minutes each. Each visit will have a specific focus, such as: 1) comprehensive palliative care assessment; 2) symptom assessment and self-management; 3) advance care planning; and, 4) coping and resilience. Patients requiring follow up with SC before the next CF appointment will receive telephone follow up or an extra SC visit at the discretion of the SC provider."
NCT06645782,BEHAVIORAL,"Virtual, Group CF-CBT","Virtual, group CF-CBT is an online, tailored CBT program for adults diagnosed with CF. Participants will attend eight weekly sessions (90 minutes each) delivered online. The sessions include: Introduction to CBT; Relaxation Skills; Depression in CF: What Helps?; Adaptive Thinking Skills, Part 1; Adaptive Thinking Skills, Part 2; Taking Charge of My Health; Anxiety in CF: What Helps?; and Maintaining Positive Changes."
NCT00546663,DRUG,inhaled 7% hypertonic saline (HS),"7% hypertonic saline administered twice daily for 14 days by nebulization.

A Pari Sprint Junior nebulizer equipped with a Pari Baby face mask and a Pari Proneb compressor will be used to administer the HS (PARI Respiratory Equipment, Inc., Midlothian, VA).

To minimize the risk of cough and bronchospasm with HS inhalation, infants will be pre-treated prior to each dose of HS with albuterol by metered dose inhaler"
NCT05723445,BEHAVIORAL,Low Glycemic Load Diet,"Food delivery service will provide a low glycemic load diet for 8 weeks, followed by a 4-month period of self-adherence to a low glycemic load diet with close nutritionist follow up"
NCT06109675,BEHAVIORAL,Nutrition Education,"All mothers in this group will be given 3 nutrition education sessions including detailed informations on Nutrition Therapy in Cystic Fibrosis. In addition to the education sessions, an informational booklet and a high-energy sample recipe booklet will be given."
NCT01946412,DRUG,Ivacaftor,
NCT02083263,DEVICE,Bilevel,3 months
NCT02083263,DEVICE,PEP mask,3 months
NCT02953314,DRUG,TEZ,
NCT02953314,DRUG,TEZ/IVA,
NCT02953314,DRUG,IVA,
NCT02190604,DRUG,Placebo,Capsule- oral dose
NCT02190604,DRUG,QBW251,Capsule - oral dose
NCT00345449,BEHAVIORAL,Decision Aid,
NCT01002534,DRUG,Vardenafil,Nasal instillation of Vardenafil
NCT01002534,DRUG,Placebo,Nasal instillation of placebo matching in appearance with the Vardenafil instillation
NCT02976714,OTHER,spontaneous sputum,"CF patients carry a spontaneous sputum that is made in the context of bronchial drainage sessions conducted as part of usual care (inclusion, 6 months, 12 months, 18 months).

The collection of spontaneous sputum is carried out within the bronchial drainage sessions, which are routinely performed at each visit. The spontaneous sputum is collected in a sterile container. In order not to contaminate the sputum with buccal epithelial cells will be asked patients to rinse the mouth before expectorate."
NCT01658449,OTHER,Inhalable Hypertonic saline 7% + Hyaluronan 0.1%,"Administration of Inhalable Hypertonic saline 7% + Hyaluronan 0.1% 5 ml twice a day, after bronchodilator for one month."
NCT01658449,OTHER,Inhalable Hypertonic saline 7%,"Administration of Inhalable Hypertonic saline 7% 5 ml twice a day, after bronchodilator for one month."
NCT01082367,DRUG,TOBI,TOBI (tobramycin inhaled solution)
NCT01082367,DRUG,Placebo,Placebo
NCT06654752,OTHER,Immediate Oral Antibiotics,Increase airway clearance and start 14 days of preselected oral antibiotics right away
NCT06654752,OTHER,Tailored Treatment: Oral Antibiotics only if Additional Treatment needed,Increase airway clearance and start preselected oral antibiotics later if symptoms get worse or do not get better according to prespecified criteria
NCT01072721,OTHER,Elastometry,Fibrosis detection with FIBROSCANN
NCT01025258,BEHAVIORAL,Frequent Scheduled CF clinic visits,"Mandatory scheduled visit at the CF clinic every 1-2 months or sooner, if needed, for an evaluation by a a specialized CF team member such as: a pulmonary physician, a gastroenterologist, a dietitian, a clinical pharmacist"
NCT01025258,BEHAVIORAL,frequent telephone calls to patients pre and post visits to the clinic,"Frequent telephone calls for monitoring, educating and identifying barriers in adherence will be made by a designated CF team member such as the CF nurse or the CF clinical pharmacist."
NCT02589444,DIETARY_SUPPLEMENT,High-Dose Vitamin D3,"50,000 IU of oral vitamin D3 once a week (the standard of care for repletion of vitamin D status by the Cystic fibrosis Foundation)"
NCT02589444,OTHER,Stool Sample,Participants will be asked to provide a stool sample in a collection container for analysis of stool microbiota. This will be done upon enrollment (baseline) and at 3 month follow-up.
NCT02589444,OTHER,Sputum Sample,"Participants will be asked to collect their sputum (the thick mucus or phlegm that is expelled from the lower respiratory tract through coughing) into a kit.

This will be done upon enrollment (baseline) and at 3 month follow-up."
NCT02589444,OTHER,Sham Comparator,A placebo capsule taken once a week (manufactured by the same company that makes the Vitamin D supplement).
NCT02589444,PROCEDURE,Blood draw,"Participants will be asked to provide 30 ml of blood collected via a blood draw to measure 25 (OH)D serum concentration and other nutrient markers related to vitamin D including Parathyroid hormone, fibroblast growth factor-23, vitamin D binding protein and markers of immune system/inflammation. This will be done at baseline and at 3 months follow up."
