nct_id,brief_title,overall_status,lead_sponsor_class,lead_sponsor_name,phase,normalized_stage,is_active,ncfb_heuristic,disease_area,strategy,strategy_rule_id,need_ids,role,map_eligible,whitespace_relevant,crowding_unit,review_status,review_source,asset_name,company_name,linked_program_id,review_notes,retrieved_at,source_id
NCT01615484,Ex-vivo Perfusion and Ventilation of Lungs Recovered From Non-Heart-Beating Donors to Assess Transplant Suitability,COMPLETED,OTHER,"University of North Carolina, Chapel Hill",NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,"University of North Carolina, Chapel Hill",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01619657,Preventive Inhalation of Hypertonic Saline in Infants With Cystic Fibrosis,COMPLETED,OTHER,Heidelberg University,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,Heidelberg University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01621867,Repeated Application of Gene Therapy in CF Patients,COMPLETED,OTHER,Imperial College London,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Imperial College London,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01641393,Safety and Efficacy Study of 2 Pancreatic Enzymes for Treatment of Exocrine Pancreatic Insufficiency in Cystic Fibrosis.,COMPLETED,INDUSTRY,Forest Laboratories,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Forest Laboratories,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01641822,Phase 3 Study of Aztreonam for Inhalation Solution (AZLI) in a Continuous Alternating Therapy Regimen for the Treatment of Chronic Pseudomonas Aeruginosa Infection in Patients With CF,COMPLETED,INDUSTRY,Gilead Sciences,PHASE3,phase_3,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Gilead Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01658449,Comparison of the Tolerability of Two Formulations of Hypertonic Saline in Cystic Fibrosis Patients,COMPLETED,OTHER,Ospedale Civile Ca' Foncello,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Ospedale Civile Ca' Foncello,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01667094,A Study Comparing Continuous Infusion Antibiotics to Standard Treatment for Lung Infections in Cystic Fibrosis,UNKNOWN,OTHER,The Alfred,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,The Alfred,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01684410,"Safety and Tolerability Trial of Inhaled Alpha1-Proteinase Inhibitor (Human), Hydrophobic Chromatography Process (Alpha-1 HC) in Subjects With Cystic Fibrosis",COMPLETED,INDUSTRY,Grifols Therapeutics LLC,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Grifols Therapeutics LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01684683,The Effect of Theophylline in the Treatment of Bronchiectasis,COMPLETED,OTHER,The First Affiliated Hospital of Guangzhou Medical University,PHASE4,approved,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,The First Affiliated Hospital of Guangzhou Medical University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01685801,Pilot Study Testing the Effect of Ivacaftor on Lung Function in Subjects With Cystic Fibrosis and Residual CFTR Function,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01686672,Web-based Delivery of Effective Treatment for Growth in Cystic Fibrosis,COMPLETED,OTHER,"Children's Hospital Medical Center, Cincinnati",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Children's Hospital Medical Center, Cincinnati",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01693965,Clinical Course and Changes in the Respiratory Microbiota Based on Antibiotic Treatment in Patients With Cystic Fibrosis,COMPLETED,OTHER,Assistance Publique Hopitaux De Marseille,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,supportive,0,0,0,auto_suggested,rules,,Assistance Publique Hopitaux De Marseille,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01694069,Continuous Infusion Piperacillin-tazobactam for the Treatment of Cystic Fibrosis,TERMINATED,OTHER,West Virginia University,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,West Virginia University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01695343,Study to Evaluate the Effect of KB001-A on Time-to-Need for Antibiotic Treatment,COMPLETED,INDUSTRY,"Humanigen, Inc.",PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Humanigen, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01702415,Zoledronic Acid in Cystic Fibrosis,WITHDRAWN,OTHER_GOV,Papworth Hospital NHS Foundation Trust,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Papworth Hospital NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01705145,Study of Ivacaftor in Cystic Fibrosis Subjects 2 Through 5 Years of Age With a CFTR Gating Mutation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01706445,Combined Inspiratory Muscle and 'Whole Muscle' Training in Children With Cystic Fibrosis,COMPLETED,OTHER,Universidad Europea de Madrid,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Universidad Europea de Madrid,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01707290,Rollover Study of Ivacaftor in Subjects With Cystic Fibrosis and a Non G551D CFTR Mutation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01708655,Sweat Evaporimeter Measurement,COMPLETED,OTHER,"University of Colorado, Denver",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University of Colorado, Denver",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01710449,Evaluation of Regional Ventilation Using 19F MRI of Inert Perfluorinated Gases Mixed With Oxygen,COMPLETED,OTHER,Hal C Charles,PHASE1,phase_1,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Hal C Charles,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01710644,Efficacy and Tolerability of NM-BL in Patients With Exocrine Pancreatic Insufficiency Due to Cystic Fibrosis,COMPLETED,INDUSTRY,Nordmark Arzneimittel GmbH & Co. KG,PHASE1;PHASE2,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Nordmark Arzneimittel GmbH & Co. KG,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01710930,Protocol TARC-ABPA,COMPLETED,OTHER,Nantes University Hospital,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Nantes University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01712334,A Study of the Comparable Efficacy and Safety of Pulmozyme (Dornase Alfa) Delivered by the eRapid Nebulizer System in Patients With Cystic Fibrosis,COMPLETED,INDUSTRY,"Genentech, Inc.",PHASE4,approved,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,"Genentech, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01721382,Treatment of Dysglycemia Using Sitagliptin in Adolescents With Cystic Fibrosis,COMPLETED,OTHER,Nemours Children's Clinic,PHASE1,phase_1,False,,cf,metabolic_cfrd,cfrd,N5,therapeutic,0,0,0,auto_suggested,rules,,Nemours Children's Clinic,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01729585,The Effects of Massage Therapy on QOL in Youth/Young Adults With Cystic Fibrosis,COMPLETED,OTHER,"Children's Hospital Medical Center, Cincinnati",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Children's Hospital Medical Center, Cincinnati",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01731015,Imaging Lung Function Using Oxygen Enhanced MRI,COMPLETED,OTHER,Hal C Charles,PHASE1,phase_1,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Hal C Charles,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01737801,Time to Perform Lung Function Test in Cystic Fibrosis,COMPLETED,OTHER,Karolinska University Hospital,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Karolinska University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01737983,Effect of Lactobacillus Reuteri in Cystic Fibrosis,COMPLETED,OTHER,Azienda Policlinico Umberto I,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Azienda Policlinico Umberto I,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01744561,Effects of a Partially Supervised Conditioning Program in CF,COMPLETED,OTHER,Wuerzburg University Hospital,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Wuerzburg University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01746095,Efficacy and Safety Study of AeroVanc for the Treatment of Persistent MRSA Lung Infection in Cystic Fibrosis Patients,COMPLETED,INDUSTRY,Savara Inc.,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Savara Inc.,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01746784,Safety and Pharmacokinetic Study of N6022 in Subjects With Cystic Fibrosis Homozygous for the F508del-CFTR Mutation,COMPLETED,INDUSTRY,"Nivalis Therapeutics, Inc.",PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Nivalis Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01747330,Evaluation of Safety and Tolerability of Creon Micro in Children Younger Than Four Years With Pancreatic Exocrine Insufficiency,COMPLETED,INDUSTRY,Abbott Products,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Abbott Products,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01753869,Timing of Hypertonic Saline Inhalation Relative to Airways Clearance in Cystic Fibrosis,TERMINATED,OTHER,Belfast Health and Social Care Trust,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Belfast Health and Social Care Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01755455,Does a Daily Iron Tablet Improve Anemia in Cystic Fibrosis,COMPLETED,OTHER,Dartmouth-Hitchcock Medical Center,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Dartmouth-Hitchcock Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01759342,Comprehensive Exercise Training Program During Hospitalization for an Acute CF Exacerbation,COMPLETED,OTHER,University of Alabama at Birmingham,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Alabama at Birmingham,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01764841,Ciprofloxacin Dry Powder for Inhalation in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),COMPLETED,INDUSTRY,Bayer,PHASE3,phase_3,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Bayer,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01768663,"A Phase 1 Study to Examine the Drug-Drug Interaction of Ciprofloxacin, Itraconazole, and Rifampin on the Combination of Lumacaftor With Ivacaftor in Healthy Adult Subjects",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01772758,Cystic Fibrosis and Endothelial Function: At Rest and During Exercise,COMPLETED,OTHER,Augusta University,PHASE2,phase_2,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Augusta University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01775137,Ext. Long-term Safety Study in CF Patients: Single Arm TIP,COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01783613,Eficacy of Long-term Suplementation With Docosahexaenoic Acid in Patients With Cystic Fibrosis,COMPLETED,OTHER,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01784419,Short Term Effects of Ivacaftor in Non-G551D Cystic Fibrosis Patients,COMPLETED,OTHER,"University of California, San Francisco",NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,"University of California, San Francisco",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01788267,Bone Microarchitecture in Young Cystic Fibrosis Patients,COMPLETED,OTHER,Hospices Civils de Lyon,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01793649,A Phase 1 Study to Characterize the Effect of GS-5737 Enhancement of Mucociliary Clearance (MCC) in Healthy Subjects,TERMINATED,INDUSTRY,Gilead Sciences,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Gilead Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01807923,A Study of Lumacaftor in Combination With Ivacaftor in Cystic Fibrosis Subjects Aged 12 Years and Older Who Are Homozygous for the F508del-CFTR Mutation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01807949,A Study of Lumacaftor in Combination With Ivacaftor in Cystic Fibrosis Subjects Aged 12 Years and Older Who Are Homozygous for the F508del-CFTR Mutation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01810536,High Flow Nasal Oxygen for Children With Cystic Fibrosis Presenting With Respiratory Failure - a Randomized Controlled Study,TERMINATED,OTHER,University of Sao Paulo,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,University of Sao Paulo,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01812551,Treatment of Low Bone Density in Cystic Fibrosis.,COMPLETED,OTHER,Istituto Auxologico Italiano,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Istituto Auxologico Italiano,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01818206,Bacteriophage Effects on Pseudomonas Aeruginosa,COMPLETED,OTHER,"University Hospital, Montpellier",NA,not_applicable,False,,cf,phage,phage,N4,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Montpellier",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01818544,Safety and Efficacy of Oral BAY85-8501 in Patients With Non-CF (Cystic Fibrosis) Bronchiectasis,COMPLETED,INDUSTRY,Bayer,PHASE2,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Bayer,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01822197,Pilot Trial of Phototherapy for Acute Depression in Hospitalized Cystic Fibrosis Patients,COMPLETED,OTHER,Nationwide Children's Hospital,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Nationwide Children's Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01837355,Modulation of Intestinal and Pulmonary Inflammation by Lactobacillus Diet Supplementation in Pediatric Cystic Fibrosis,TERMINATED,OTHER,Cantonal Hospital of St. Gallen,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Cantonal Hospital of St. Gallen,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01837589,Quantitative Computed Tomodensitometry in Patients With Cystic Fibrosis,COMPLETED,OTHER,Hôpital Necker-Enfants Malades,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hôpital Necker-Enfants Malades,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01840735,"Phase 1b Safety, Tolerability, and PK Study to Assess GS-5737 in Subjects With CF",COMPLETED,INDUSTRY,Gilead Sciences,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Gilead Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01844778,Ease of Use and Microbial Contamination of Tobramycin Inhalation Powder (TIP) Versus Nebulised Tobramycin Inhalation Solution (TIS) and Nebulised Colistimethate (COLI),COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01851694,Beta-cell Response to Incretin Hormones in Cystic Fibrosis,RECRUITING,OTHER,University of Pennsylvania,NA,not_applicable,True,non-cystic fibrosis phrase,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,reviewed,trial_review_overrides,Incretin hormone physiology in CF,University of Pennsylvania,,Heuristic false positive: title is CF/CFRD research; summary language triggered the NCFB flag. Not a product candidate.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01854788,3 Airway Clearance Techniques in Non Cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Hospital Clinic of Barcelona,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,,not_cf_primary,0,0,0,auto_suggested,rules,,Hospital Clinic of Barcelona,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01859390,Effects of an Antioxidant-Enriched Multivitamin Supplement on Inflammation and Oxidative Stress in Cystic Fibrosis,COMPLETED,OTHER,"University of Colorado, Denver",PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University of Colorado, Denver",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01877707,Near Patient Microbial Testing in Cystic Fibrosis,COMPLETED,OTHER_GOV,Papworth Hospital NHS Foundation Trust,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Papworth Hospital NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01879228,Effect of Chronic Incretin-based Therapy in Cystic Fibrosis,COMPLETED,OTHER,University of Pennsylvania,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,therapeutic,0,0,0,auto_suggested,rules,,University of Pennsylvania,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01880346,Comparison of Absorption of Vitamin D in Cystic Fibrosis,COMPLETED,OTHER,Emory University,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Emory University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT01880723,Utilizing Exhaled Breathe Condensate Collection to Study Ion Regulation in Cystic Fibrosis,COMPLETED,OTHER,University of Arizona,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Arizona,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
